2752000	7868,11679
2756000	21092
2768250	23421
2771250	26722
2788750	4949,7868,11176,11196,11679,14261,27791
2797750	8689
2807500	27117
2808500	12394,25372
2823250	2610
2852250	14261
2870250	14020,17606
2874500	7868,14914
2882750	4452
2891500	2257,3627,4949,8027,8724,11176,11196,26722
2920750	7868,14261
2921750	3228,7868,11176,11196,26722,27791
2940000	2257,2683,7868,11052,11080,11767,12168,12220,14580,24486,24519,25260,26722
2968250	12220,21110
2975500	5086,7868,11176,11196,12977,16406,21865
3001000	679,7868,11080
3009000	5627,22393
3014750	3228,7868,11196
3031750	2257,3228,3627,4949,7105,7323,7868,8689,11080,11176,11196,12977,14020,14261,16110,16406,18730,28924
3035250	241,2683,7868,11080,11196,12220,14020,17606
3054250	3627,14020,29203
3089500	14020
3096750	11196
3114000	7868,8689,21092,21110
3148500	3627,8689
3211250	3228,16110
3215500	12220
3226500	7868,8689,12394,25372,27791
3245250	2257,18730,26722
3249250	7868,11080,14261
3257000	679,3228,3627,4949,7868,8689,11080,11176,11196,12220,14261,18730,21110,26722,27791
3266750	679,3228,11196,12220
3282250	7868,29099
3288250	7868,11176,14261,16110
3304500	7868
3310750	3627,4949,7868,8689,11176,12220,25086,26722
3312500	2683,19993
3317500	679,7868,27514
3344750	12220,29099
3350250	24765
3363000	3627
3396250	15138
3404000	905,3627,22246
3511000	241,12220,14020,17606,29203
3520000	7868,14020
3549000	14261
3573750	4949,7868,11176,12220,12394,14020,26722
3588500	1831,7868,11080,21110,27791
3590000	28924
3592750	7868
3625250	21110
3644250	7868,8637,16406
3684750	1831
3723750	1831,4078,14020,25372
3742000	7868
3781500	241,911,7868
3787750	2610
3795000	3627,7868,12220,12352,29099
3846250	11196,11679,12220,15584,23143
3861500	679,4949,7868,11080,21865,22727
3892750	15138
3903500	15138
3913250	8409,8689,12220,14020
3952000	241,2128,11196,12220,16550,21110
3954500	15584
3963750	2257,3627,4949,7868,11080,11176,11196,12977,14020
3981750	1831,2257,3228,7868,11196,12220,27791
4025000	12220
4047000	11196
4059500	7868,11080,11196,14261
4063000	11196
4073250	7868
4087750	7868,27791
4118250	11196
4133750	1831,21110,25372
4153000	7868,11080,21865
4184250	241,4949,11196,12220,14020
4186500	7105,11196,12394
4193750	11196
4215750	7868,11196
4256000	11679,27791
4256500	7868
4257000	3228,4949,7868,11176,11196,27625
4259500	3627,4949,7868,11080,11176,26722,29099
4304250	679,4949,7868,11080,11176,14261
4317250	12220,21110
4336750	12220
4370750	1666
4376250	3627,7868,8689
4392000	4949,11176,14020
4421250	2257,14261,16110
4447000	3627,7868,12352
4454500	15019,27117
4475750	679,2257,3228,3627,4949,7868,8689,11080,11176,12220,12352,14261,21110,25372
4503500	11936,24193
4533750	21110
4547500	7868
4557250	7868
4606000	21110
4620000	21110
4631250	2257,3228,7868,11176,29099
4658500	679,7868,12220,21110
4680000	2655,12220,16463,25372
4716750	2683,12168,21110
4770500	12220,12394,14020,20297
4782250	679,27791
4809750	679,1831,7868
4814750	679,7868,11080,14261
4844000	679,3627,4949,7868,8689,11080,11176,11196,12220,12394,14020,15138,21110
4850000	11605
4852000	679,7868,12220,21110,26722
4852500	911,11080
4876750	949,7868,11080,12394
4880250	12220,21110
4886500	7868,17640
4895250	7868
4902250	7868
4907500	3228,11196,11679,21110
4921000	3627,8689
4922750	18024
4956000	4949,7868,11080,11176,11196,14261
4963500	21092,21110
4967250	7868
5011500	3228,7105,11196,11679,12220,23779,29203
5012750	7868,11196
5024500	2257,2683,3228,7105,7868,8689,11176,11196,12220,12394,12977,18730,21110,26722
5027500	11679
5034000	241,7868,11080,11196,12220,14020,16550,21110
5037000	679,2257,4949,7868,11080,11176,11196,12220,14261,26722,27791
5052000	7868,11080,12220
5078750	679,4949,7868,11080,21110
5082500	241,7105,11196,12220,14020
5082750	7868,11080
5108000	2257,2683,3627,4949,7868,8689,11080,11176,11196,12220,12352,14020,14261,14580,26722
5121750	679,15138
5139250	911,7868,11080,14261,14580,26722
5143250	21110
5170500	4949,6096,7868,11176,18730,21672
5187750	7868,11080,14580,26722
5199750	679
5220750	8689,28438
5226250	3627,7868,8689
5226500	3627,4949,7868,8689,11176,12220,12352,21110
5238000	2683,11080,12168
5239500	21110
5248750	28924
5254500	4949,7868,8689,11080,11176,11196,21672
5261000	11196
5264500	679,2683,3228,4949,7868,8689,11080,11176,11196,11679,12220,12394,14020,14261,16550,18730,21110,25372,27791
5279750	2368
5293250	679,7868,12220
5320000	2683,3228,7868,11196
5336750	679,3627,4949,7868,11176,12352,14020
5354000	20180,21110
5407750	11080
5440500	11080
5440750	19862
5467250	12220,21110
5491500	7868,21110
5522250	2257,3627,4949,7868,8689,11080,11176,12352,21672,26722
5539250	3627,7868,8689,11080,12220
5608250	7868,12220,21110,25372
5642000	2257,3627,4949,7868,11080,11176,11196,12220,26722
5654000	7868
5655250	2257,3228,7105,7868,11176,11196,11679,12220,12977,14020,16110,16406
5693000	2655,14020
5697750	2367,21110,27791
5726500	7868,11080,11176,14020
5735000	2257,2683,7868,11080,12168,21110,26722
5742000	19523
5745000	2257,7868,11052,11080,11767,12168,14580,25260,26722
5751500	11679
5754500	7868,11196,14020
5780000	7868
5812000	2683,12168,19993,21110
5846250	1831
5847500	7868,11080
5865750	911,3228,7868,11196,11652,28937
5898500	374,26722
5899750	241,11196,11679,12220,14020,16550,21110
5906250	27791
5911250	3627,6672,7868,12352
5915250	2367,15138
5957500	12220,29203
5959000	251,2257,2683,6672,7868,8689,21110,26722,27791
5962750	2683,11080
5968250	3228,7868,11196,12977,16406
6003750	2257,4949,7868,11080,11176,11196,11679
6014750	9111,12220,21110,28653
6061250	679,3627,4949,7868,11080,11176,14261
6099250	7868,13244,25372
6126750	15019
6155250	14020,29203
6234000	21372
6247250	15814
6264750	21110
6266000	12220
6272000	12055
6299000	7868,11080
6301250	7868,8689
6400000	2452
6412250	15159
6412750	26722
6458500	8637
6523250	3228,7105,11196,11679,12220,14020,17835
6564500	2257,3228,3627,4949,7105,7868,8689,11080,11176,11196,11612,11679,12220,12394,12977,14020,14261,16110,16406,18730,21672
6571000	4254
6571750	7868
6572500	7868,29099
6603750	21110
6619500	3627,4949,7868,8689,12352,21110,26722
6654750	7868,14261,16110
6683750	5267,29203
6694750	241,679,3228,3627,4949,7868,8689,11080,11176,11196,12220,12352,12977,14020,14261,17606,18730,21110,22393,24196,26722
6700250	4949,11176
6713250	2367
6766250	7868,11080,27791
6807250	679,7868,11196,14261,21110,22393,25372,27791
6848000	11196
6848750	8689
6849750	2655,3228,11679,12220,25372
6852750	4949,11176
6872750	7868
6874250	2683,11080,11767,12168,13483,15584,21110,26722,26754
6921750	29497
6957500	7868
6977000	7868
6998500	3627,7868,8689
7002750	1831,7868
7003500	3228,7105,11196,11679,14261
7016500	11196,11679,14020
7034000	27791
7060500	504,11080
7103000	11080,15019
7116750	2257,3228,11196
7143250	22087
7163250	2257,8689
7184500	4949,7868,8689,11080,21865,27791
7190750	27791
7218000	12220,22317
7269250	27791
7306250	679,7868,21110,26722
7323750	3228,11196,11679,14020,29203
7375000	21110
7383000	7868,27791
7405250	21110,25372
7435500	14261
7445000	18075
7450000	679,3228,3627,4949,6672,7868,8689,11080,11176,11196,12352,12977,14261,16110,18730,22393,27791
7476250	15019
7483500	7868,21865
7513250	29203
7545250	3228,11196,11679,14020,29099
7568250	4949,11176,12394
7568750	1831,12285
7588000	10329,28653
7600250	2257,3228,3627,4949,7868,8689,11080,11176,11196,12220,12352,12394,12977,16110,18730,26722
7657250	3228,11196
7687500	7868,12394
7699500	3228,7868,11080,11196,11793,13592,14261,18730,23928,26722
7703750	7868,14020,18075
7715000	7868
7797000	3228,11196,11679
7810250	8637
7830250	25372
7854500	679,3228,4949,7323,7868,11080,11176,14261,29099
7892000	911
7893250	11080
7898750	3228,7868
7918750	7868
7927750	7868
7976750	3228,11196,25372
8017000	23284
8033500	12220,21110
8040000	2655,7868,11176,11196,14020,15138,25372,27791
8049000	2683
8051750	7868,12220,14020,20297,21110
8070000	11080
8072250	11196
8096750	11196,26485
8100250	7868,26722
8102000	2683,21110
8111500	2257,7868,11080,14261,26722
8129250	7868,11196
8149250	3228,7868,11196,11679,12220
8156500	1831,4078
8160750	11196
8163500	2257,7868,11080,28438
8172250	7868,21110
8195000	4078,7868,11080
8215250	14261
8216500	2257,22552
8216750	7868,12285
8230750	4949,7868
8243500	2257,3228,4949,7105,7868,11176,11196,11679,12220,16406
8248750	12394
8314250	2257,3228,7105,11196,11679,12220,16406
8324500	14020
8353250	12285
8385000	504,21110
8430000	7868,8637
8435250	679,3228,4949,7105,7868,11080,11176,11196,11679,12977,14261,16110,18730
8508750	21110
8523250	3627,16110
8528750	3228,7868,11196,25372,27791
8529750	15138
8555500	25372
8573000	7868,16110,21110
8617500	27625
8628250	20979
8649250	29203
8701250	2257
8702500	2257,3228,7105,7868,11176,11196,11679,12220,15138,16406,23779,29547
8730250	911,3228,12068
8745250	679
8792750	7868
8799750	679,2257,2683,7868,11080,11196,12220,14261
8845250	12394,22484
8869250	8689
8909750	21110
8910750	7868,12688,27514
8940500	251,2257,2655,4949,7868,11080,11176,11196,14020,14261,26722
8949750	16818,17438
9039750	2257,3228,3627,7105,7868,11080,11196,11679,12220,12977,14580,16110,16406
9069000	2257,3627,4949,7868,8689,11080,11176,12220,21110,22393,28017
9076750	4731,25372
9079500	7868,11080
9103250	2655,12220
9121750	2683,4949,6672,7868,8689,11080,18805
9123500	2683,7868,11767,12168,15138,26722
9163000	7868,11080
9173750	2257,3228,3627,4949,7105,7868,11176,11196,11679,12977,14020,14261,16110,16406,18730
9179500	241,2257,3228,7105,11196,11679,12220,14020,17835
9202750	21110
9215000	11196,12394,14294,21110
9244000	4949,7868,8689,11080,21865,22727
9288000	2683,12168,19993,21110,26722
9344000	21110
9351750	2257,7868,11080,14580,26722
9394250	3228,7105,11196,11679,25372,29203
9420500	25372
9436000	504
9437500	2683,12168
9438000	12220
9463750	3228,7868,11196,11679,15138,16406
9512750	11080
9513250	7868,11080
9586500	7868,11080
9592500	679,7868,11080,27791
9628250	23779
9651250	26754
9671750	2257,2655,7868,11052,11080,14020,21110,26722,29203
9694750	911,11080
9706000	2683,11080,11767,12168,20297,26722
9716500	4949,7868,11176
9782500	4949,7868,11080,11176,14261
9802000	5883
9807250	7868,8689,11080,26722
9811750	12220
9839750	2683,7868,8689,21110
9842500	7868,8689,18805,26722
9906500	155,3627,7868,8689,11080,12220,12394,21110,26722
9946250	21865
9972250	15138
9979000	251,2257,3228,3627,4949,7868,8689,11080,12352
9982500	2683
10018000	7868
10052000	21110
10054250	19660,20297
10063000	2257,8689,21110,22393
10064500	2683,12220
10069500	2257,4571,7868,11080
10095000	7868,14261,16110
10119250	2257,4949,7868,11080,12352,27791
10185000	7868,11196
10185750	911,2257
10224750	11679
10229250	3627,7868,8689,11176
10234000	9111,28653
10261750	14261,16110
10264750	14020,29203
10297000	18075
10302500	679
10312750	2257,3627,4949,6672,7868,8689,11176,12352,16110
10393750	7868
10401500	7868,12189,27791
10443000	7868,21110
10492250	679,2257,3228,3627,4949,6672,7868,8689,11080,11176,11196,12220,12352,14261,18730,26722
10521000	7868,11080
10533750	14261,16110
10539250	14020
10566000	7868,11080
10578000	7868
10588000	14020,15138
10592000	241,679,2257,3228,3627,4949,7868,8689,11080,11176,11196,11679,12220,12352,12394,14020,14261,16550,21110,25372,26722
10592750	7868
10598500	7868,11196,12220,12352,12394,14020,21110
10619000	2683,4949
10628500	14294,21110,27791
10642000	3627,11176,20536
10653250	7868,29203
10696000	21110
10715500	2655
10768750	19993
10773000	2257,3228,3627,4949,8027,11196,12352,26722
10790500	7105,11196
10818500	7868,11080,11196,14261
10840750	7105,11196
10845500	28924
10915250	7868,12220
10944750	11080,25372
10966250	251,3627,4949,7868,8689,11176
10976250	11679,15138
10979500	25372
11022500	15019
11111500	27791
11114000	21110,25372
11121500	20297
11129250	2257,2683,4949,7868,11080,11176,12168,14261,14580,26722,27092
11131750	7868,11196
11142000	3627,7868,12352,29099
11158000	7868
11169500	7868,14294,17640
11225500	2655,4731,21110,25372
11283500	241,2683,11196,12220,16550,21110
11313000	2257,3228,7105,7868,11196,11679,12220,12977,16110,16406
11340250	12394,14294,21110
11352000	7868,11080
11362000	7868
11391250	28924
11434750	9985
11440500	504,679,3228,7868,11080,11196,14261,16110,26722
11493000	7868,8689,11080,22727
11494250	2257,3228,7105,11196,11679,12220,16406
11496750	7868
11503250	504,26722
11527500	7868,21110,27791
11535250	2257,3627,4949,8027,11080,11196,26722
11535500	3228,7105,11196,11679,12220
11579750	3228,7105,11196,11679,12220,12688,26722
11590500	7868,14020,17606
11601500	7868,11080,12220
11612500	12220
11613500	2257,4949,7868,11080,14261,26722
11625250	18990
11632250	12220,21110
11646500	21110
11683250	7868
11687000	3627,8689
11711250	24942
11730000	13390,21565
11734000	679,7868,14261
11751000	21110
11794250	7868,11679,12220,28924,29099
11874000	241,11196,11679,12220,14020,16550,21110
11894500	15138
11896000	7868
11923000	3228,8689,11196,14261,18730
11936000	14294
11939000	2257,3228,11196
11947000	7868,11080,14020,14261
11957000	7868,14261
11984750	251,2257,2683,3627,4949,7868,8689,11080,11176,12168,12220,12352,16110,20207,21110,25086,26722
12008000	7868,14261
12015000	15138
12015250	7868,11080,14580,26722,27092
12027000	21865
12028500	3228,7105,11196,11679,12220
12061000	18075,21110
12142750	26722
12154500	3627,4949,7105,7868,8689,11080,11176,11196,14261,17640
12173500	554,3627,8689
12215000	3627,4949,6672,7868,8637,8689,11176,12352,14261
12229000	17389
12231250	12220,26722
12234750	11080,21110,25372
12239250	7868,14261,26288
12337750	21092
12371000	11176,12394,14261,14294
12377250	7868,8689,11080,14020,15138,18075
12386500	2367
12388250	11196
12417500	8689,15138
