index,user_id,brand_id
303,4063000,938
304,4073250,939
305,4087750,941
306,4097500,943
307,4102750,948
308,4115500,949
309,4118250,953
310,4133750,954
311,4153000,962
312,4184250,963
313,4186500,967
314,4189500,969
315,4193750,970
316,4195500,973
317,4215750,979
318,4256000,984
319,4256500,989
320,4257000,993
321,4259500,997
322,4304250,1000
323,4317250,1002
324,4336750,1003
325,4370750,1004
326,4376250,1006
327,4378500,1008
328,4392000,1010
329,4399750,1014
330,4421250,1015
331,4423500,1017
332,4447000,1020
333,4454500,1026
334,4475750,1031
335,4501000,1034
336,4503500,1037
337,4533750,1038
338,4547500,1040
339,4557250,1041
340,4606000,1042
341,4620000,1045
342,4625750,1047
343,4631250,1051
344,4658500,1055
345,4680000,1056
346,4712250,1064
347,4716750,1065
348,4770500,1070
349,4782250,1073
350,4804500,1076
351,4809000,1079
352,4809750,1080
353,4814750,1082
354,4844000,1084
355,4850000,1086
356,4852000,1093
357,4852500,1097
358,4853750,1106
359,4876750,1107
360,4880250,1109
361,4886500,1115
362,4895250,1119
363,4902250,1121
364,4907500,1122
365,4921000,1123
366,4922750,1126
367,4956000,1127
368,4963500,1129
369,4967250,1130
370,4994000,1131
371,5011500,1133
372,5012750,1135
373,5024500,1137
374,5027500,1138
375,5034000,1140
376,5037000,1147
377,5052000,1148
378,5059000,1151
379,5061750,1155
380,5068750,1159
381,5078750,1167
382,5082500,1170
383,5082750,1173
384,5108000,1179
385,5110750,1182
386,5121750,1188
387,5139250,1191
388,5143250,1192
389,5155750,1193
390,5170500,1195
391,5187750,1196
392,5199750,1197
393,5220750,1200
394,5226250,1205
395,5226500,1206
396,5238000,1210
397,5239500,1211
398,5248750,1213
399,5254500,1217
400,5256500,1218
401,5261000,1222
402,5264500,1224
403,5279750,1227
404,5287000,1228
405,5292000,1229
406,5293250,1230
407,5320000,1233
408,5336750,1237
409,5354000,1241
410,5407750,1242
411,5438000,1245
412,5440500,1246
413,5440750,1249
414,5465250,1253
415,5467250,1254
416,5491500,1257
417,5522250,1259
418,5539250,1260
419,5608250,1261
420,5642000,1262
421,5654000,1264
422,5655250,1266
423,5693000,1270
424,5697750,1272
425,5726500,1273
426,5735000,1276
427,5742000,1278
428,5745000,1279
429,5751500,1280
430,5754500,1282
431,5769750,1285
432,5780000,1290
433,5812000,1293
434,5828250,1298
435,5846250,1306
436,5847500,1310
437,5865750,1312
438,5898500,1313
439,5899750,1316
440,5901250,1324
441,5906250,1325
442,5910250,1328
443,5911250,1329
444,5915250,1335
445,5948500,1337
446,5952250,1340
447,5957500,1341
448,5959000,1349
449,5962750,1354
450,5968250,1355
451,5980500,1357
452,5987000,1358
453,5994250,1359
454,5999000,1362
455,6003750,1363
456,6014750,1366
457,6015000,1370
458,6061250,1372
459,6067750,1374
460,6099250,1379
461,6126750,1384
462,6140500,1385
463,6150750,1388
464,6155250,1389
465,6172000,1390
466,6205000,1392
467,6233750,1393
468,6234000,1396
469,6247250,1397
470,6250250,1403
471,6257000,1408
472,6258500,1415
473,6264750,1418
474,6266000,1420
475,6272000,1427
476,6299000,1428
477,6301250,1431
478,6334000,1432
479,6354500,1437
480,6358500,1438
481,6380000,1439
482,6400000,1440
483,6412250,1442
484,6412750,1446
485,6433000,1453
486,6458000,1461
487,6458250,1463
488,6458500,1467
489,6497000,1472
490,6515500,1479
491,6523250,1481
492,6564500,1487
493,6571000,1492
494,6571750,1493
495,6572500,1494
496,6603750,1497
497,6619500,1498
498,6634500,1499
499,6654750,1501
500,6683250,1505
501,6683750,1506
502,6694750,1507
503,6700250,1512
504,6713250,1513
505,6751750,1525
506,6754250,1526
507,6766250,1530
508,6768000,1533
509,6780500,1535
510,6807250,1538
511,6848000,1539
512,6848750,1544
513,6849750,1545
514,6852750,1546
515,6867750,1547
516,6872750,1548
517,6874250,1551
518,6897000,1552
519,6900500,1554
520,6904000,1557
521,6921750,1559
522,6957500,1563
523,6977000,1565
524,6996000,1566
525,6998500,1570
526,7002750,1571
527,7003500,1576
528,7016500,1577
529,7034000,1578
530,7060500,1579
531,7103000,1582
532,7116750,1583
533,7143250,1586
534,7149500,1591
535,7163250,1593
536,7184500,1597
537,7190750,1598
538,7211250,1600
539,7218000,1608
540,7269250,1610
541,7269750,1613
542,7286500,1630
543,7306250,1642
544,7320250,1644
545,7322250,1648
546,7323750,1649
547,7345250,1654
548,7361250,1655
549,7367000,1663
550,7375000,1666
551,7383000,1670
552,7405250,1672
553,7435500,1675
554,7445000,1680
555,7450000,1681
556,7476250,1685
557,7483500,1688
558,7494250,1689
559,7513250,1691
560,7545250,1692
561,7568250,1694
562,7568750,1696
563,7588000,1698
564,7600250,1700
565,7657250,1703
566,7687500,1704
567,7699500,1706
568,7703750,1707
569,7715000,1708
570,7785250,1712
571,7787500,1713
572,7797000,1717
573,7810250,1719
574,7830250,1721
575,7854500,1729
576,7860250,1731
577,7886000,1737
578,7892000,1739
579,7893250,1742
580,7898750,1743
581,7918750,1747
582,7921500,1752
583,7927750,1755
584,7976750,1756
585,8017000,1758
586,8033500,1771
587,8040000,1772
588,8049000,1773
589,8051750,1774
590,8060000,1776
591,8070000,1778
592,8072250,1783
593,8096750,1788
594,8100250,1791
595,8102000,1797
596,8111500,1801
597,8123500,1803
598,8129250,1807
599,8145500,1812
600,8149250,1816
601,8156500,1817
602,8160750,1818
603,8163500,1819
604,8170750,1822
605,8172250,1827
606,8195000,1828
607,8215250,1829
608,8216500,1831
609,8216750,1832
610,8230750,1838
611,8243500,1844
612,8248750,1849
613,8271000,1850
614,8280500,1852
615,8314250,1867
616,8324500,1869
617,8327250,1872
618,8346250,1875
619,8353250,1878
620,8385000,1879
621,8430000,1880
622,8435250,1884
623,8508750,1885
624,8523250,1889
625,8528750,1902
626,8529750,1903
627,8555500,1905
628,8573000,1908
629,8617500,1909
630,8622000,1912
631,8628250,1913
632,8633500,1916
633,8649250,1917
634,8666500,1918
635,8701250,1920
636,8702500,1922
637,8730250,1925
638,8745250,1926
639,8757750,1932
640,8792750,1935
641,8799750,1936
642,8822250,1938
643,8845250,1939
644,8848250,1941
645,8861500,1950
646,8869250,1962
647,8909750,1966
648,8910750,1969
649,8940500,1972
650,8949750,1975
651,8997500,1979
652,9015000,1983
653,9035750,1989
654,9039750,1993
655,9044750,1994
656,9055750,1995
657,9069000,1996
658,9076750,1999
659,9079500,2000
660,9103250,2008
661,9121750,2011
662,9123500,2015
663,9163000,2016
664,9173750,2022
665,9179500,2024
666,9199500,2027
667,9202750,2030
668,9212500,2033
669,9215000,2042
670,9244000,2043
671,9278500,2048
672,9288000,2053
673,9344000,2056
674,9351750,2059
675,9352750,2060
676,9394250,2064
677,9394500,2067
678,9420500,2068
679,9436000,2069
680,9437500,2071
681,9438000,2072
682,9463750,2073
683,9488750,2074
684,9512750,2084
685,9513250,2086
686,9586500,2087
687,9592500,2090
688,9628250,2092
689,9651250,2099
690,9671750,2101
691,9685000,2103
692,9694750,2104
693,9706000,2115
694,9716500,2119
695,9720000,2121
696,9782000,2122
697,9782500,2123
698,9794000,2125
699,9802000,2128
700,9807250,2142
701,9811750,2156
702,9839750,2159
703,9842500,2160
704,9906500,2163
705,9946250,2167
706,9972250,2169
707,9973000,2170
708,9979000,2173
709,9982500,2176
710,10000250,2179
711,10018000,2181
712,10047250,2197
713,10052000,2198
714,10054250,2199
715,10057000,2203
716,10063000,2206
717,10064500,2208
718,10069500,2209
719,10095000,2212
720,10112000,2217
721,10119250,2220
722,10185000,2226
723,10185750,2227
724,10212500,2233
725,10224750,2234
726,10229250,2236
727,10234000,2237
728,10257500,2239
729,10261750,2240
730,10264750,2249
731,10297000,2251
732,10302500,2252
733,10309250,2254
734,10312750,2257
735,10322250,2258
736,10393750,2260
737,10401500,2262
738,10443000,2263
739,10477000,2266
740,10492250,2267
741,10513000,2270
742,10521000,2273
743,10533750,2274
744,10539250,2278
745,10546500,2285
746,10566000,2286
747,10578000,2291
748,10588000,2296
749,10592000,2303
750,10592750,2306
751,10598500,2308
752,10609250,2318
753,10619000,2319
754,10628500,2320
755,10642000,2322
756,10653250,2323
757,10654750,2326
758,10696000,2329
759,10713250,2333
760,10715500,2335
761,10756500,2345
762,10768750,2347
763,10773000,2348
764,10774750,2349
765,10790500,2350
766,10799000,2351
767,10816000,2352
768,10818500,2353
769,10831750,2356
770,10840750,2358
771,10845500,2359
772,10885750,2362
773,10915250,2367
774,10927500,2368
775,10933250,2371
776,10944750,2372
777,10966250,2373
778,10972250,2374
779,10976250,2375
780,10979500,2379
781,11022500,2382
782,11032250,2384
783,11046750,2386
784,11078500,2388
785,11111500,2394
786,11114000,2410
787,11121500,2412
788,11129250,2413
789,11131750,2416
790,11137750,2417
791,11141500,2421
792,11142000,2426
793,11158000,2429
794,11167500,2432
795,11169500,2433
796,11220500,2436
797,11225500,2437
798,11283500,2438
799,11300000,2440
800,11307500,2442
801,11313000,2445
802,11321750,2452
803,11339250,2455
804,11340250,2456
805,11352000,2457
806,11362000,2463
807,11391250,2464
808,11397250,2469
809,11434750,2470
810,11440500,2471
811,11493000,2476
812,11494250,2478
813,11496750,2482
814,11503250,2484
815,11527500,2491
816,11535250,2495
817,11535500,2498
818,11552750,2501
819,11558000,2504
820,11564250,2513
821,11579750,2515
822,11590500,2516
823,11601500,2518
824,11612500,2519
825,11613500,2520
826,11616250,2524
827,11625250,2526
828,11631250,2534
829,11632250,2535
830,11646500,2538
831,11683250,2542
832,11687000,2561
833,11701500,2568
834,11711250,2570
835,11716000,2571
836,11730000,2573
837,11734000,2574
838,11737250,2576
839,11747250,2578
840,11751000,2584
841,11761750,2589
842,11772000,2593
843,11782250,2594
844,11794250,2600
845,11847750,2601
846,11874000,2602
847,11894500,2604
848,11896000,2605
849,11923000,2608
850,11936000,2609
851,11939000,2610
852,11947000,2612
853,11949750,2613
854,11957000,2616
855,11972750,2618
856,11984750,2621
857,12004000,2626
858,12008000,2627
859,12015000,2632
860,12015250,2635
861,12016750,2638
862,12027000,2641
863,12028500,2643
864,12061000,2655
865,12065000,2656
866,12142750,2657
867,12154500,2665
868,12173500,2669
869,12204750,2674
870,12215000,2677
871,12229000,2680
872,12231250,2683
873,12234750,2684
874,12239250,2685
875,12275500,2689
876,12331000,2690
877,12337750,2693
878,12371000,2694
879,12377250,2695
880,12384250,2699
881,12386500,2700
882,12388250,2704
883,12417500,2705
884,,2709
885,,2710
886,,2713
887,,2715
888,,2716
889,,2722
890,,2725
891,,2729
892,,2730
893,,2731
894,,2734
895,,2736
896,,2738
897,,2739
898,,2740
899,,2742
900,,2744
901,,2750
902,,2753
903,,2756
904,,2762
905,,2764
906,,2766
907,,2771
908,,2772
909,,2779
910,,2783
911,,2787
912,,2788
913,,2790
914,,2791
915,,2795
916,,2803
917,,2804
918,,2805
919,,2806
920,,2809
921,,2812
922,,2815
923,,2816
924,,2822
925,,2825
926,,2826
927,,2829
928,,2835
929,,2836
930,,2837
931,,2843
932,,2845
933,,2846
934,,2849
935,,2850
936,,2853
937,,2855
938,,2865
939,,2866
940,,2868
941,,2869
942,,2872
943,,2876
944,,2880
945,,2890
946,,2891
947,,2895
948,,2896
949,,2898
950,,2899
951,,2903
952,,2908
953,,2909
954,,2914
955,,2916
956,,2919
957,,2927
958,,2929
959,,2934
960,,2935
961,,2936
962,,2939
963,,2942
964,,2944
965,,2945
966,,2951
967,,2954
968,,2960
969,,2963
970,,2964
971,,2966
972,,2967
973,,2968
974,,2971
975,,2976
976,,2982
977,,2985
978,,2990
979,,2992
980,,2993
981,,2994
982,,2995
983,,2999
984,,3000
985,,3003
986,,3010
987,,3016
988,,3018
989,,3024
990,,3027
991,,3029
992,,3032
993,,3033
994,,3034
995,,3037
996,,3040
997,,3042
998,,3046
999,,3047
1000,,3048
1001,,3051
1002,,3068
1003,,3069
1004,,3071
1005,,3072
1006,,3074
1007,,3075
1008,,3077
1009,,3082
1010,,3087
1011,,3088
1012,,3091
1013,,3093
1014,,3096
1015,,3101
1016,,3102
1017,,3105
1018,,3106
1019,,3117
1020,,3123
1021,,3126
1022,,3135
1023,,3145
1024,,3148
1025,,3149
1026,,3150
1027,,3151
1028,,3159
1029,,3162
1030,,3164
1031,,3168
1032,,3171
1033,,3174
1034,,3176
1035,,3178
1036,,3181
1037,,3183
1038,,3184
1039,,3185
1040,,3190
1041,,3192
1042,,3196
1043,,3197
1044,,3203
1045,,3206
1046,,3209
1047,,3210
1048,,3211
1049,,3214
1050,,3219
1051,,3223
1052,,3225
1053,,3227
1054,,3228
1055,,3229
1056,,3232
1057,,3234
1058,,3237
1059,,3239
1060,,3241
1061,,3249
1062,,3252
1063,,3254
1064,,3255
1065,,3259
1066,,3272
1067,,3273
1068,,3275
1069,,3277
1070,,3283
1071,,3284
1072,,3285
1073,,3288
1074,,3295
1075,,3300
1076,,3302
1077,,3303
1078,,3304
1079,,3306
1080,,3307
1081,,3308
1082,,3309
1083,,3313
1084,,3314
1085,,3315
1086,,3324
1087,,3326
1088,,3327
1089,,3328
1090,,3329
1091,,3334
1092,,3345
1093,,3346
1094,,3350
1095,,3361
1096,,3362
1097,,3364
1098,,3369
1099,,3370
1100,,3371
1101,,3375
1102,,3377
1103,,3380
1104,,3382
1105,,3384
1106,,3390
1107,,3392
1108,,3393
1109,,3396
1110,,3398
1111,,3403
1112,,3404
1113,,3405
1114,,3406
1115,,3408
1116,,3409
1117,,3416
1118,,3417
1119,,3419
1120,,3423
1121,,3428
1122,,3433
1123,,3438
1124,,3441
1125,,3444
1126,,3445
1127,,3447
1128,,3449
1129,,3457
1130,,3458
1131,,3460
1132,,3462
1133,,3463
1134,,3469
1135,,3474
1136,,3476
1137,,3477
1138,,3482
1139,,3488
1140,,3492
1141,,3495
1142,,3497
1143,,3503
1144,,3507
1145,,3510
1146,,3513
1147,,3514
1148,,3515
1149,,3516
1150,,3522
1151,,3524
1152,,3526
1153,,3528
1154,,3532
1155,,3533
1156,,3534
1157,,3536
1158,,3542
1159,,3543
1160,,3544
1161,,3550
1162,,3552
1163,,3553
1164,,3555
1165,,3559
1166,,3564
1167,,3565
1168,,3567
1169,,3568
1170,,3575
1171,,3580
1172,,3583
1173,,3584
1174,,3586
1175,,3587
1176,,3590
1177,,3592
1178,,3593
1179,,3602
1180,,3605
1181,,3606
1182,,3607
1183,,3613
1184,,3619
1185,,3621
1186,,3625
1187,,3626
1188,,3627
1189,,3629
1190,,3631
1191,,3633
1192,,3639
1193,,3640
1194,,3644
1195,,3647
1196,,3649
1197,,3650
1198,,3651
1199,,3654
1200,,3655
1201,,3658
1202,,3665
1203,,3671
1204,,3672
1205,,3674
1206,,3676
1207,,3677
1208,,3678
1209,,3684
1210,,3686
1211,,3697
1212,,3698
1213,,3699
1214,,3702
1215,,3710
1216,,3714
1217,,3717
1218,,3719
1219,,3720
1220,,3723
1221,,3734
1222,,3740
1223,,3745
1224,,3746
1225,,3752
1226,,3753
1227,,3755
1228,,3759
1229,,3760
1230,,3761
1231,,3766
1232,,3771
1233,,3774
1234,,3775
1235,,3776
1236,,3781
1237,,3787
1238,,3799
1239,,3800
1240,,3802
1241,,3803
1242,,3804
1243,,3805
1244,,3809
1245,,3810
1246,,3813
1247,,3815
1248,,3817
1249,,3821
1250,,3822
1251,,3826
1252,,3827
1253,,3828
1254,,3834
1255,,3839
1256,,3844
1257,,3847
1258,,3850
1259,,3852
1260,,3854
1261,,3857
1262,,3861
1263,,3863
1264,,3866
1265,,3869
1266,,3874
1267,,3883
1268,,3886
1269,,3887
1270,,3888
1271,,3889
1272,,3890
1273,,3892
1274,,3894
1275,,3898
1276,,3901
1277,,3904
1278,,3913
1279,,3914
1280,,3920
1281,,3924
1282,,3926
1283,,3928
1284,,3931
1285,,3933
1286,,3935
1287,,3936
1288,,3937
1289,,3938
1290,,3941
1291,,3946
1292,,3954
1293,,3958
1294,,3967
1295,,3972
1296,,3974
1297,,3976
1298,,3977
1299,,3979
1300,,3980
1301,,3983
1302,,3991
1303,,3995
1304,,3996
1305,,3999
1306,,4003
1307,,4010
1308,,4012
1309,,4014
1310,,4019
1311,,4021
1312,,4022
1313,,4036
1314,,4037
1315,,4038
1316,,4039
1317,,4040
1318,,4046
1319,,4047
1320,,4048
1321,,4050
1322,,4051
1323,,4052
1324,,4053
1325,,4058
1326,,4059
1327,,4060
1328,,4065
1329,,4067
1330,,4076
1331,,4078
1332,,4080
1333,,4081
1334,,4088
1335,,4089
1336,,4090
1337,,4100
1338,,4102
1339,,4103
1340,,4109
1341,,4111
1342,,4124
1343,,4125
1344,,4127
1345,,4128
1346,,4129
1347,,4131
1348,,4133
1349,,4137
1350,,4143
1351,,4147
1352,,4154
1353,,4156
1354,,4157
1355,,4161
1356,,4162
1357,,4163
1358,,4169
1359,,4171
1360,,4172
1361,,4177
1362,,4186
1363,,4193
1364,,4195
1365,,4201
1366,,4204
1367,,4208
1368,,4209
1369,,4212
1370,,4214
1371,,4216
1372,,4217
1373,,4220
1374,,4221
1375,,4226
1376,,4227
1377,,4230
1378,,4235
1379,,4238
1380,,4239
1381,,4240
1382,,4247
1383,,4250
1384,,4254
1385,,4258
1386,,4259
1387,,4260
1388,,4262
1389,,4268
1390,,4270
1391,,4276
1392,,4279
1393,,4281
1394,,4283
1395,,4285
1396,,4286
1397,,4287
1398,,4290
1399,,4293
1400,,4294
1401,,4298
1402,,4300
1403,,4302
1404,,4304
1405,,4306
1406,,4307
1407,,4313
1408,,4314
1409,,4315
1410,,4316
1411,,4317
1412,,4320
1413,,4324
1414,,4326
1415,,4327
1416,,4329
1417,,4331
1418,,4332
1419,,4335
1420,,4336
1421,,4338
1422,,4339
1423,,4340
1424,,4345
1425,,4351
1426,,4354
1427,,4355
1428,,4361
1429,,4366
1430,,4370
1431,,4371
1432,,4374
1433,,4376
1434,,4378
1435,,4381
1436,,4387
1437,,4389
1438,,4391
1439,,4395
1440,,4396
1441,,4398
1442,,4400
1443,,4408
1444,,4410
1445,,4411
1446,,4412
1447,,4418
1448,,4421
1449,,4424
1450,,4427
1451,,4430
1452,,4433
1453,,4440
1454,,4441
1455,,4442
1456,,4443
1457,,4447
1458,,4451
1459,,4452
1460,,4457
1461,,4459
1462,,4464
1463,,4475
1464,,4476
1465,,4479
1466,,4486
1467,,4487
1468,,4488
1469,,4490
1470,,4491
1471,,4494
1472,,4497
1473,,4498
1474,,4499
1475,,4509
1476,,4510
1477,,4511
1478,,4515
1479,,4520
1480,,4525
1481,,4528
1482,,4531
1483,,4532
1484,,4534
1485,,4535
1486,,4538
1487,,4542
1488,,4543
1489,,4544
1490,,4545
1491,,4549
1492,,4551
1493,,4560
1494,,4567
1495,,4569
1496,,4571
1497,,4578
1498,,4580
1499,,4581
1500,,4582
1501,,4583
1502,,4587
1503,,4595
1504,,4598
1505,,4601
1506,,4605
1507,,4607
1508,,4612
1509,,4618
1510,,4620
1511,,4621
1512,,4625
1513,,4626
1514,,4629
1515,,4637
1516,,4641
1517,,4644
1518,,4647
1519,,4648
1520,,4650
1521,,4651
1522,,4657
1523,,4658
1524,,4661
1525,,4662
1526,,4664
1527,,4667
1528,,4669
1529,,4674
1530,,4676
1531,,4677
1532,,4683
1533,,4685
1534,,4689
1535,,4691
1536,,4693
1537,,4694
1538,,4699
1539,,4708
1540,,4709
1541,,4718
1542,,4728
1543,,4731
1544,,4734
1545,,4735
1546,,4736
1547,,4737
1548,,4738
1549,,4739
1550,,4741
1551,,4743
1552,,4748
1553,,4750
1554,,4755
1555,,4757
1556,,4758
1557,,4760
1558,,4761
1559,,4762
1560,,4763
1561,,4767
1562,,4774
1563,,4775
1564,,4779
1565,,4783
1566,,4788
1567,,4789
1568,,4790
1569,,4792
1570,,4794
1571,,4795
1572,,4801
1573,,4802
1574,,4806
1575,,4807
1576,,4808
1577,,4810
1578,,4813
1579,,4814
1580,,4816
1581,,4819
1582,,4822
1583,,4825
1584,,4831
1585,,4833
1586,,4834
1587,,4835
1588,,4837
1589,,4839
1590,,4845
1591,,4846
1592,,4847
1593,,4852
1594,,4858
1595,,4869
1596,,4870
1597,,4872
1598,,4873
1599,,4887
1600,,4888
1601,,4892
1602,,4894
1603,,4896
1604,,4899
1605,,4913
1606,,4918
1607,,4919
1608,,4920
1609,,4921
1610,,4924
1611,,4926
1612,,4927
1613,,4931
1614,,4938
1615,,4939
1616,,4940
1617,,4945
1618,,4949
1619,,4953
1620,,4958
1621,,4959
1622,,4960
1623,,4964
1624,,4970
1625,,4972
1626,,4980
1627,,4986
1628,,4989
1629,,4992
1630,,4993
1631,,4997
1632,,5001
1633,,5009
1634,,5011
1635,,5012
1636,,5014
1637,,5015
1638,,5030
1639,,5035
1640,,5036
1641,,5041
1642,,5043
1643,,5048
1644,,5050
1645,,5051
1646,,5053
1647,,5054
1648,,5055
1649,,5058
1650,,5062
1651,,5067
1652,,5069
1653,,5074
1654,,5077
1655,,5081
1656,,5086
1657,,5087
1658,,5093
1659,,5094
1660,,5097
1661,,5098
1662,,5099
1663,,5106
1664,,5114
1665,,5116
1666,,5120
1667,,5122
1668,,5130
1669,,5131
1670,,5132
1671,,5133
1672,,5134
1673,,5136
1674,,5137
1675,,5148
1676,,5150
1677,,5151
1678,,5152
1679,,5157
1680,,5162
1681,,5167
1682,,5169
1683,,5176
1684,,5184
1685,,5185
1686,,5190
1687,,5192
1688,,5197
1689,,5199
1690,,5201
1691,,5204
1692,,5210
1693,,5211
1694,,5213
1695,,5218
1696,,5219
1697,,5221
1698,,5223
1699,,5226
1700,,5227
1701,,5229
1702,,5230
1703,,5237
1704,,5250
1705,,5254
1706,,5255
1707,,5260
1708,,5264
1709,,5265
1710,,5266
1711,,5267
1712,,5268
1713,,5269
1714,,5283
1715,,5285
1716,,5287
1717,,5290
1718,,5297
1719,,5299
1720,,5300
1721,,5302
1722,,5303
1723,,5304
1724,,5305
1725,,5306
1726,,5310
1727,,5312
1728,,5314
1729,,5315
1730,,5317
1731,,5319
1732,,5320
1733,,5324
1734,,5328
1735,,5329
1736,,5330
1737,,5334
1738,,5336
1739,,5337
1740,,5341
1741,,5349
1742,,5350
1743,,5353
1744,,5357
1745,,5359
1746,,5367
1747,,5369
1748,,5370
1749,,5372
1750,,5376
1751,,5377
1752,,5380
1753,,5387
1754,,5393
1755,,5399
1756,,5403
1757,,5409
1758,,5410
1759,,5411
1760,,5416
1761,,5421
1762,,5422
1763,,5429
1764,,5430
1765,,5437
1766,,5441
1767,,5442
1768,,5443
1769,,5445
1770,,5448
1771,,5454
1772,,5458
1773,,5459
1774,,5461
1775,,5462
1776,,5464
1777,,5466
1778,,5468
1779,,5469
1780,,5470
1781,,5474
1782,,5475
1783,,5478
1784,,5480
1785,,5482
1786,,5487
1787,,5492
1788,,5498
1789,,5503
1790,,5506
1791,,5509
1792,,5515
1793,,5517
1794,,5518
1795,,5519
1796,,5523
1797,,5529
1798,,5532
1799,,5533
1800,,5539
1801,,5540
1802,,5548
1803,,5551
1804,,5554
1805,,5557
1806,,5558
1807,,5567
1808,,5573
1809,,5574
1810,,5585
1811,,5590
1812,,5591
1813,,5592
1814,,5593
1815,,5594
1816,,5595
1817,,5598
